Citation,Parent.Statute,Document.Description,File,Entity.Empowered,Triggering.Event,Describe.Health.Emergency,State.Trigger,Location,Military.Involvement..Federal.,Document.Type,Preliminary.Screening,Source,Chapter,Date.Originally.Published..from.File.,Date.Last.Updated..from.File.,PDF..from.File.,Note,url..from.File.,Funding.Stream.,Funding.Stream.Description,Waiver.Authority,Regulations..Relevant.Chapter..Section.or.Article,Scenarios.Matrix,Plans...Strategies
42 U.S.C. §256b,Public Health Service Act,"Requires Secretary to enter into agreement with each manufacturer of covered outpatient drugs about payment, including any rebate or discount, for covered outpatient drugs. This price cannot exceed the average manufacturing tuner price. Covered programs are federally-funded programs or activities that provide medical treatment. Prohibits covered entities from reselling to non-patients. ",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,"N/A

",Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S.C. § 256,Public Health Service Act,Authorizes HHS to award grants to develop integrated health systems for people who are uninsured or underinsured,Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,"N/A
",Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,"Creates appropriations for grants - care coordination and integrated health delivery systems to serve ""communities of individuals who are uniinsured or underinsured""",No,,,NA
42 U.S.C. § 300 hh,Public Health Service Act,"Stipulates that the Secretary of HHS shall lead all Federal public health and medical response to ""public health emergencies and incidents covered by the National Response Plan""; HOWEVER, DoD retains control of any DoD assets; requires coordination of other federal agencies and an annual report on emergency response and preparedness. ",Public Health Service Act,Department of Health and Human Services,"Health Emergency,PHSA Emergency Declaration",Federal public health emergency declaration and incidents covered under the National Response Plan,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S.C. § 300hh-3,Public Health Service Act,Establishes in the Executive Office of the President an Office of Pandemic Preparedness and Response Policy and sets forth the responsibilities of this office. Authorizes collaboration and coordination with relevant agencies. ,Public Health Service Act,Executive Office of the President of the United States,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
42 U.S.C. § 300hh-13,Public Health Service Act,"Requires HHS to carry out a program to periodically conduct public health surveillance activities relating to a bioterrorism attack or other health emergency to test new and emerging technologies. Must consult with public, nonprofit, and private entities and must report to Congress. ",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Both,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
42 U.S.C. § 300hh-16,Public Health Service Act,"HHS must monitor emerging concerns for at-risk individuals, oversee the implementation of preparedness goals with respect to them, evaluate communication methods, and provide guidance to ensure that State and local health grant recipients take them into account. They must also ensure that the strategic national stockpile takes into account at-risk populations and also curriculum for public health and medical response training. ",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
42 U.S.C. § 300hh-17,Public Health Service Act,"HHS shall provide guidance and technical assistance to federally-funded health programs and activities, as well as to State and local health departments to better meet the needs of populations served by the above. They may also encourage employees at these health centers to participate in emergency response programs like NDMS and the Volunteer Medical Reserve Corps. ",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,Public Health Corps,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
42 U.S.C. § 300hh-31,Public Health Service Act,"HHS through CDC shall establish a grant program to award State, local, and tribal health departments, as well as academic centers, for surveillance and response to infectious diseases. It authorizes appropriations for this purpose. ",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,"Appropriation of $190,000,000 for each fiscal year 2019-2023",No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
42 U.S.C. § 300hh-31,Public Health Service Act,"HHS through CDC shall establish a grant program to award State, local, and tribal health departments, as well as academic centers, for surveillance and response to infectious diseases. It authorizes appropriations for this purpose. ",Public Health Service Act,Department of Health and Human Services - Centers for Disease Control and Prevention,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,"Appropriation of $190,000,000 for each fiscal year 2019-2023",No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
42 U.S.C. § 300hh-32,Public Health Service Act,"CDC may enter into cooperative agreements with health departments or political subdivisions in States and Tribal areas at high risk of vector-borne diseases. The purpose is to increase capacity to ""identify, report, prevent, and respond to such diseases and related outbreaks."" Authorizes appropriations.",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,Must be an area that is vulnerable to vector-borne diseases,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Appropriates funding for coordination and cooperation,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
42 U.S.C. § 300hh-32,Public Health Service Act,"CDC may enter into cooperative agreements with health departments or political subdivisions in States and Tribal areas at high risk of vector-borne diseases. The purpose is to increase capacity to ""identify, report, prevent, and respond to such diseases and related outbreaks."" Authorizes appropriations.",Public Health Service Act,Department of Health and Human Services - Centers for Disease Control and Prevention,No triggering event - Capacity Building,Must be an area that is vulnerable to vector-borne diseases,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Appropriates funding for coordination and cooperation,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
42 U.S.C. § 300hh-33,Public Health Service Act,"Requires the CDC to expand, modernize and improve public health data systems as they relate to preparedness for public health emergencies.",Public Health Service Act,Department of Health and Human Services - Centers for Disease Control and Prevention,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Appropriates funds through 2025 for data improvement efforts,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
42 U.S.C. § 300hh-33,Public Health Service Act,"Requires the CDC to expand, modernize and improve public health data systems as they relate to preparedness for public health emergencies.",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Appropriates funds through 2025 for data improvement efforts,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
42 U.S.C. §§ 300aa-1 - 300aa3,Public Health Service Act,"Establishes the National Vaccine Program to ""achieve optimal prevention against adverse reactions to vaccines."" This program is responsible for development, safety, licensing, distribution, and evaluation, as well as coordinating government and non-government activities and funding federal agencies. Requires the preparation and implementation of a plan.",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Funds vaccine programs administered by federal and state governments,No,,,NA
42 U.S.C. § 300d-91,Public Health Service Act,"Creates up to 20 eligible high-acuity trauma centers to enable military trauma teams to provide trauma and related acute care on a full-time basis. Includes grant funding. When there is a public health emergency, the grant recipient shall agree to allow their providers to be deployed for military operations, for training, or for response to a mass casualty event and be deployed by the Secretary of Defense in response to a public health emergency.",Public Health Service Act,Department of Defense,"PHSA Emergency Declaration,Natural Disaster,Act of War,Terrorism,Declaration of War,Health Emergency","""As a condition of receipt of a grant under this section,"" grant recipients shall agree to certain conditions if there is a declared PHSA emergency or mass casualty incident. ",Not applicable,Domestic,Yes,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Funds grants for military high-acuity trauma centers (up to 20),No,,,NA
42 U.S.C. §§ 300d-3 - 300d-6,Public Health Service Act,"Grants to eligible entities for the improvement of emergency services, with specific reference to improving trauma care in rural areas",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Grants to eligible entities who are involved in: (1) improving rural trauma systems or (2) improving emergency services more generally ,No,,,NA
42 U.S.C. § 300hh-35,Public Health Service Act,"CDC shall develop infectious disease and outbreak analysis capabilities to ""enhance the prediction, modeling, and forecasting of potential public health emergencies and other infectious disease outbreaks,"" including activities to prepare for such emergencies. Contains periodic congressional reporting requirements. ",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,"N/A
",Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S.C. § 300hh-35,Public Health Service Act,"CDC shall develop infectious disease and outbreak analysis capabilities to ""enhance the prediction, modeling, and forecasting of potential public health emergencies and other infectious disease outbreaks,"" including activities to prepare for such emergencies. Contains periodic congressional reporting requirements. ",Public Health Service Act,Department of Health and Human Services - Centers for Disease Control and Prevention,No triggering event - Capacity Building,"N/A
",Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S.C. § 300hh-37,Public Health Service Act,"Creates ""One Health framework"" for addressing zoonotic diseases and vests authority for that framework in the CDC. Contains periodic reporting requirements to Congress. ",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S.C. § 300hh-37,Public Health Service Act,"Creates ""One Health framework"" for addressing zoonotic diseases and vests authority for that framework in the CDC. Contains periodic reporting requirements to Congress. ",Public Health Service Act,Department of Health and Human Services - Centers for Disease Control and Prevention,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S.C. §§ 300d-81 - 300d-82,Public Health Service Act,"Creates grants to states for the purposes of promoting universal access to trauma care services, with the requirement that appropriations be divided evenly among states with trauma centers eligible for funding",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Authorizes grants to eligible trauma centers on an equitable basis ,No,,,NA
42 U.S.C. § 2001,Public Health Service Act,Functions and duties of the Bureau of Indian Affairs transferred to HHS; hospitals shall not be closed without consent of governing body of tribe if opened prior to 1956l Allows contracting with consent of Indian people served with private or non-Federal health agencies for provision of health services ,Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S.C. § 2001,Public Health Service Act,Functions and duties of the Bureau of Indian Affairs transferred to HHS; hospitals shall not be closed without consent of governing body of tribe if opened prior to 1956l Allows contracting with consent of Indian people served with private or non-Federal health agencies for provision of health services ,Public Health Service Act,Indian Health Service,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S.C. § 2002 ,Public Health Service Act,Allows the federal government to contract with Indian Tribes and requires contracts be approved by Indian Tribal authorities; Provides conditions for contracting and resuming management or operation of a health facility that fails to make improvements,Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S.C. § 2002 ,Public Health Service Act,Allows the federal government to contract with Indian Tribes and requires contracts be approved by Indian Tribal authorities; Provides conditions for contracting and resuming management or operation of a health facility that fails to make improvements,Public Health Service Act,Indian Health Service,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S.C. § 2004,Public Health Service Act,Transfers personnel who were previously at the BIA to HHS,Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
